Time,Manual_Count,Time,ASUSTek COMPUTER INC.,Time,Enerpoint Ltd.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,"Samsung Electro Mechanics co., LTD.",Time,Belkin International Inc.,Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,Netgear Inc.,Time,Intel Corporate,Time,DrayTek Corp.,Time,"Apple, Inc",Time,"NETGEAR INC.,",Time,"Samsung Electro Mechanics co.,LTD.",Time,"Hon Hai Precision Ind. Co.,Ltd.",Time,Ubiquiti Networks,Time,Hewlett Packard,Time,IBM Corp,Time,Elitegroup Computer System Co.,Time,Liteon Tech Corp.,Time,HTC Corporation,Time,Hewlett-Packard Company,Time,"Billion Electric Co., Ltd.",Time,SEIKO EPSON CORPORATION,Time,"Murata Manufactuaring Co.,Ltd.",Time,Netgear Inc,Time,"Apple, Inc.",Time,Routerboard.com,Time,"SAMSUNG ELECTRO MECHANICS CO.,LTD.",Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Lexmark International Inc.,Time,ICP Electronics Inc.,Time,"Samsung Electronics Co.,Ltd"
1643,13,1643,1,1643,2,1643,1,1643,3,1643,0,1643,2,1643,3,1643,0,1643,1,1643,6,1643,2,1643,2,1647,2,1647,1,1651,2,1651,1,1673,1,1676,0,1676,0,1681,0,1685,2,1693,0,1723,0,1757,1,1761,0,1815,0,1857,0,1913,0,2019,1,2048,0,2242,0,,,,,,,,,,,,
1647,13,1647,1,1647,2,1647,1,1647,3,1647,0,1647,2,1647,3,1647,0,1647,1,1647,5,1647,2,1647,2,1651,2,1651,1,1656,2,1656,1,1676,1,1681,0,1681,0,1685,0,1689,2,1697,0,1727,0,1761,1,1765,0,1820,0,1862,0,1917,1,2022,1,2052,0,2247,0,,,,,,,,,,,,
1651,13,1651,1,1651,2,1651,1,1651,3,1651,0,1651,2,1651,3,1651,0,1651,1,1651,4,1651,2,1651,2,1656,2,1656,1,1659,2,1659,1,1681,1,1685,0,1685,0,1689,0,1693,1,1702,0,1731,0,1765,1,1769,0,1824,0,1866,0,1921,1,2026,1,2056,0,2251,0,,,,,,,,,,,,
1656,13,1656,1,1656,2,1656,1,1656,3,1656,0,1656,2,1656,3,1656,0,1656,1,1656,4,1656,2,1656,2,1659,2,1659,1,1664,2,1664,1,1685,1,1689,0,1689,0,1693,0,1697,1,1706,0,1736,0,1769,1,1774,0,1828,0,1870,0,1925,1,2031,1,2060,0,2254,0,,,,,,,,,,,,
1659,16,1659,1,1659,2,1659,1,1659,3,1659,0,1659,2,1659,3,1659,0,1659,1,1659,4,1659,2,1659,2,1664,2,1664,1,1668,2,1668,1,1689,1,1693,0,1693,0,1697,0,1702,1,1711,0,1740,0,1774,1,1777,0,1832,0,1875,0,1930,1,2035,1,2064,0,2259,0,,,,,,,,,,,,
1664,16,1664,1,1664,2,1664,1,1664,3,1664,0,1664,2,1664,3,1664,0,1664,1,1664,4,1664,2,1664,2,1668,2,1668,1,1673,2,1673,0,1693,1,1697,0,1697,0,1702,0,1706,1,1714,0,1744,0,1777,1,1782,0,1837,0,1878,0,1934,1,2039,1,2068,0,2264,0,,,,,,,,,,,,
1668,16,1668,1,1668,2,1668,1,1668,3,1668,0,1668,2,1668,3,1668,0,1668,1,1668,4,1668,2,1668,2,1673,2,1673,1,1676,2,1676,0,1697,1,1702,0,1702,0,1706,0,1711,0,1719,0,1749,0,1782,1,1786,0,1841,0,1883,0,1938,1,2043,0,2073,0,2267,0,,,,,,,,,,,,
1673,16,1673,1,1673,2,1673,1,1673,3,1673,0,1673,2,1673,3,1673,0,1673,1,1673,3,1673,2,1673,2,1676,2,1676,1,1681,2,1681,0,1702,1,1706,0,1706,0,1711,0,1714,0,1723,0,1752,0,1786,1,1791,0,1845,0,1887,0,1941,1,2048,0,2077,0,2271,0,,,,,,,,,,,,
1676,16,1676,1,1676,2,1676,1,1676,3,1676,0,1676,2,1676,3,1676,0,1676,1,1676,4,1676,2,1676,2,1681,2,1681,1,1685,2,1685,0,1706,1,1711,0,1711,0,1714,0,1719,0,1727,0,1757,0,1791,1,1794,0,1849,0,1891,0,1946,1,2052,0,2082,0,2275,0,,,,,,,,,,,,
1681,16,1681,1,1681,2,1681,1,1681,3,1681,0,1681,2,1681,3,1681,0,1681,1,1681,4,1681,2,1681,2,1685,2,1685,1,1689,2,1689,0,1711,1,1714,0,1714,0,1719,0,1723,0,1731,0,1761,0,1794,1,1799,0,1853,0,1895,0,1950,1,2056,0,2086,0,2280,0,,,,,,,,,,,,
1685,17,1685,1,1685,2,1685,1,1685,3,1685,0,1685,2,1685,3,1685,1,1685,1,1685,4,1685,2,1685,2,1689,2,1689,1,1693,0,1693,0,1714,1,1719,0,1719,0,1723,0,1727,0,1736,0,1765,0,1799,0,1803,0,1857,0,1900,0,1955,1,2060,0,2090,0,2285,0,,,,,,,,,,,,
1689,17,1689,1,1689,2,1689,1,1689,3,1689,0,1689,2,1689,3,1689,1,1689,1,1689,5,1689,2,1689,2,1693,2,1693,1,1697,0,1697,0,1719,1,1723,0,1723,0,1727,0,1731,0,1740,0,1769,0,1803,0,1807,0,1862,0,1904,0,1959,1,2064,0,2094,0,2289,0,,,,,,,,,,,,
1693,17,1693,2,1693,2,1693,1,1693,2,1693,0,1693,2,1693,2,1693,1,1693,1,1693,5,1693,2,1693,2,1697,2,1697,1,1702,0,1702,0,1723,1,1727,0,1727,0,1731,0,1736,0,1744,0,1774,0,1807,0,1811,0,1866,0,1908,0,1963,1,2068,0,2098,0,2293,0,,,,,,,,,,,,
1697,17,1697,2,1697,2,1697,1,1697,2,1697,0,1697,2,1697,2,1697,1,1697,1,1697,5,1697,2,1697,2,1702,2,1702,2,1706,0,1706,0,1727,1,1731,0,1731,0,1736,0,1740,0,1749,0,1777,0,1811,0,1815,0,1870,0,1913,0,1967,1,2073,0,2103,0,2297,0,,,,,,,,,,,,
1702,17,1702,2,1702,2,1702,1,1702,2,1702,0,1702,2,1702,2,1702,1,1702,1,1702,4,1702,2,1702,1,1706,2,1706,2,1711,0,1711,1,1731,1,1736,0,1736,0,1740,0,1744,0,1752,0,1782,0,1815,0,1820,0,1875,0,1917,0,1972,1,2077,0,2107,0,2301,0,,,,,,,,,,,,
1706,17,1706,2,1706,2,1706,1,1706,3,1706,0,1706,2,1706,2,1706,1,1706,1,1706,6,1706,2,1706,2,1711,2,1711,2,1714,0,1714,1,1736,1,1740,0,1740,0,1744,0,1749,0,1757,0,1786,0,1820,0,1824,0,1878,0,1921,0,1976,1,2082,0,2111,0,2305,0,,,,,,,,,,,,
1711,17,1711,2,1711,2,1711,1,1711,3,1711,0,1711,2,1711,1,1711,1,1711,0,1711,6,1711,2,1711,2,1714,2,1714,2,1719,0,1719,1,1740,1,1744,0,1744,0,1749,0,1752,0,1761,0,1791,0,1824,0,1828,0,1883,0,1925,0,1981,0,2086,0,2115,0,2309,0,,,,,,,,,,,,
1714,17,1714,2,1714,2,1714,1,1714,3,1714,0,1714,2,1714,1,1714,1,1714,0,1714,6,1714,2,1714,2,1719,2,1719,2,1723,0,1723,1,1744,1,1749,0,1749,0,1752,0,1757,0,1765,0,1794,0,1828,0,1832,0,1887,0,1930,0,1984,0,2090,0,2119,0,2314,0,,,,,,,,,,,,
1719,17,1719,2,1719,2,1719,1,1719,3,1719,0,1719,2,1719,1,1719,1,1719,1,1719,6,1719,2,1719,2,1723,2,1723,2,1727,0,1727,1,1749,1,1752,0,1752,0,1757,0,1761,0,1769,0,1799,0,1832,0,1837,0,1891,0,1934,0,1988,0,2094,0,2123,0,2318,0,,,,,,,,,,,,
1723,17,1723,2,1723,2,1723,1,1723,3,1723,0,1723,2,1723,1,1723,1,1723,1,1723,7,1723,2,1723,2,1727,2,1727,2,1731,0,1731,1,1752,1,1757,0,1757,0,1761,0,1765,0,1774,0,1803,0,1837,0,1841,0,1895,0,1938,0,1993,0,2098,0,2127,0,2322,0,,,,,,,,,,,,
1727,17,1727,2,1727,2,1727,1,1727,3,1727,0,1727,2,1727,1,1727,1,1727,1,1727,7,1727,2,1727,2,1731,2,1731,2,1736,0,1736,1,1757,1,1761,0,1761,0,1765,0,1769,0,1777,0,1807,0,1841,0,1845,0,1900,0,1941,0,1997,0,2103,0,2131,0,2326,0,,,,,,,,,,,,
1731,17,1731,2,1731,2,1731,1,1731,3,1731,1,1731,1,1731,1,1731,1,1731,1,1731,7,1731,2,1731,2,1736,2,1736,2,1740,0,1740,1,1761,1,1765,0,1765,0,1769,0,1774,0,1782,0,1811,0,1845,0,1849,0,1904,0,1946,0,2002,0,2107,0,2136,0,2330,0,,,,,,,,,,,,
1736,17,1736,2,1736,2,1736,1,1736,3,1736,1,1736,1,1736,1,1736,1,1736,1,1736,7,1736,2,1736,2,1740,2,1740,2,1744,0,1744,1,1765,1,1769,0,1769,0,1774,0,1777,0,1786,0,1815,0,1849,0,1853,0,1908,0,1950,0,2005,0,2111,0,2140,0,2334,0,,,,,,,,,,,,
1740,15,1740,2,1740,2,1740,1,1740,3,1740,1,1740,1,1740,1,1740,1,1740,1,1740,7,1740,2,1740,2,1744,2,1744,2,1749,0,1749,1,1769,1,1774,0,1774,0,1777,0,1782,0,1791,0,1820,0,1853,0,1857,0,1913,0,1955,0,2010,0,2115,0,2144,0,2339,0,,,,,,,,,,,,
1744,15,1744,2,1744,2,1744,1,1744,3,1744,1,1744,1,1744,1,1744,1,1744,1,1744,7,1744,2,1744,2,1749,2,1749,2,1752,0,1752,1,1774,1,1777,0,1777,0,1782,0,1786,0,1794,0,1824,0,1857,1,1862,0,1917,0,1959,0,2015,0,2119,0,2148,0,2344,0,,,,,,,,,,,,
1749,17,1749,2,1749,2,1749,1,1749,3,1749,1,1749,1,1749,1,1749,0,1749,1,1749,7,1749,2,1749,2,1752,2,1752,2,1757,0,1757,1,1777,1,1782,0,1782,0,1786,0,1791,0,1799,0,1828,0,1862,1,1866,0,1921,0,1963,0,2019,0,2123,0,2153,0,2348,0,,,,,,,,,,,,
1752,17,1752,1,1752,2,1752,1,1752,3,1752,1,1752,1,1752,1,1752,0,1752,1,1752,6,1752,2,1752,2,1757,2,1757,2,1761,0,1761,1,1782,1,1786,0,1786,0,1791,0,1794,0,1803,0,1832,0,1866,1,1870,0,1925,0,1967,0,2022,0,2127,0,2157,0,2352,0,,,,,,,,,,,,
1757,17,1757,0,1757,2,1757,1,1757,3,1757,1,1757,1,1757,1,1757,0,1757,1,1757,6,1757,2,1757,2,1761,2,1761,2,1765,0,1765,1,1786,1,1791,0,1791,0,1794,0,1799,0,1807,0,1837,0,1870,1,1875,0,1930,1,1972,0,2026,0,2131,0,2161,0,2356,0,,,,,,,,,,,,
1761,17,1761,0,1761,2,1761,1,1761,3,1761,1,1761,1,1761,1,1761,0,1761,1,1761,6,1761,2,1761,2,1765,2,1765,1,1769,0,1769,0,1791,1,1794,0,1794,0,1799,0,1803,0,1811,0,1841,0,1875,1,1878,0,1934,1,1976,0,2031,0,2136,0,2165,0,2360,0,,,,,,,,,,,,
1765,17,1765,0,1765,2,1765,1,1765,3,1765,1,1765,1,1765,1,1765,0,1765,1,1765,6,1765,2,1765,2,1769,2,1769,1,1774,0,1774,0,1794,1,1799,0,1799,0,1803,0,1807,0,1815,0,1845,0,1878,1,1883,0,1938,1,1981,0,2035,0,2140,0,2169,0,2364,0,,,,,,,,,,,,
1769,17,1769,0,1769,2,1769,1,1769,2,1769,1,1769,1,1769,1,1769,0,1769,1,1769,4,1769,2,1769,2,1774,2,1774,1,1777,0,1777,0,1799,1,1803,0,1803,0,1807,0,1811,0,1820,0,1849,0,1883,1,1887,0,1941,1,1984,0,2039,0,2144,0,2174,0,2368,0,,,,,,,,,,,,
1774,17,1774,0,1774,2,1774,1,1774,2,1774,1,1774,1,1774,1,1774,0,1774,1,1774,4,1774,2,1774,2,1777,2,1777,1,1782,1,1782,0,1803,1,1807,0,1807,0,1811,0,1815,0,1824,0,1853,0,1887,1,1891,0,1946,1,1988,0,2043,0,2148,0,2178,0,2373,0,,,,,,,,,,,,
1777,17,1777,0,1777,2,1777,1,1777,2,1777,1,1777,1,1777,1,1777,0,1777,1,1777,4,1777,2,1777,2,1782,2,1782,1,1786,1,1786,0,1807,1,1811,0,1811,0,1815,0,1820,0,1828,0,1857,0,1891,1,1895,0,1950,1,1993,0,2048,0,2153,0,2182,0,2378,0,,,,,,,,,,,,
1782,17,1782,0,1782,2,1782,1,1782,2,1782,1,1782,1,1782,1,1782,0,1782,0,1782,4,1782,2,1782,2,1786,2,1786,1,1791,1,1791,0,1811,1,1815,0,1815,0,1820,0,1824,0,1832,1,1862,0,1895,1,1900,0,1955,1,1997,0,2052,0,2157,1,2187,0,2381,0,,,,,,,,,,,,
1786,17,1786,0,1786,2,1786,1,1786,2,1786,1,1786,2,1786,1,1786,0,1786,0,1786,3,1786,2,1786,2,1791,2,1791,1,1794,1,1794,0,1815,1,1820,0,1820,0,1824,0,1828,0,1837,1,1866,0,1900,1,1904,0,1959,1,2002,0,2056,0,2161,1,2191,0,2386,0,,,,,,,,,,,,
1791,17,1791,0,1791,2,1791,1,1791,2,1791,0,1791,2,1791,1,1791,0,1791,0,1791,3,1791,1,1791,2,1794,2,1794,1,1799,1,1799,1,1820,1,1824,0,1824,0,1828,0,1832,0,1841,1,1870,0,1904,1,1908,0,1963,1,2005,0,2060,0,2165,1,2196,0,2390,0,,,,,,,,,,,,
1794,17,1794,0,1794,2,1794,1,1794,2,1794,0,1794,2,1794,1,1794,0,1794,0,1794,3,1794,1,1794,2,1799,2,1799,1,1803,1,1803,1,1824,1,1828,0,1828,0,1832,0,1837,0,1845,1,1875,0,1908,1,1913,0,1967,1,2010,0,2064,0,2169,1,2199,0,2394,0,,,,,,,,,,,,
1799,17,1799,0,1799,2,1799,1,1799,2,1799,0,1799,2,1799,1,1799,0,1799,0,1799,3,1799,1,1799,2,1803,2,1803,1,1807,1,1807,1,1828,1,1832,0,1832,0,1837,0,1841,0,1849,1,1878,0,1913,1,1917,0,1972,1,2015,0,2068,0,2174,1,2204,0,2398,0,,,,,,,,,,,,
1803,17,1803,0,1803,2,1803,1,1803,2,1803,0,1803,2,1803,1,1803,0,1803,0,1803,3,1803,1,1803,2,1807,2,1807,1,1811,1,1811,1,1832,1,1837,0,1837,0,1841,0,1845,0,1853,1,1883,0,1917,1,1921,0,1976,1,2019,0,2073,0,2178,1,2208,0,2402,0,,,,,,,,,,,,
1807,17,1807,0,1807,2,1807,1,1807,2,1807,1,1807,2,1807,1,1807,0,1807,0,1807,3,1807,1,1807,2,1811,2,1811,1,1815,1,1815,2,1837,1,1841,0,1841,0,1845,0,1849,0,1857,1,1887,0,1921,0,1925,0,1981,1,2022,0,2077,0,2182,1,2212,0,2407,0,,,,,,,,,,,,
1811,17,1811,0,1811,2,1811,1,1811,2,1811,1,1811,2,1811,1,1811,0,1811,0,1811,3,1811,1,1811,2,1815,2,1815,1,1820,1,1820,2,1841,1,1845,0,1845,0,1849,0,1853,1,1862,1,1891,0,1925,0,1930,0,1984,1,2026,0,2082,0,2187,1,2216,0,2411,0,,,,,,,,,,,,
1815,17,1815,0,1815,2,1815,1,1815,2,1815,1,1815,2,1815,1,1815,0,1815,0,1815,3,1815,1,1815,2,1820,2,1820,1,1824,1,1824,2,1845,1,1849,0,1849,0,1853,0,1857,1,1866,1,1895,0,1930,0,1934,0,1988,0,2031,0,2086,0,2191,1,2220,0,2415,0,,,,,,,,,,,,
1820,17,1820,0,1820,2,1820,1,1820,2,1820,1,1820,2,1820,1,1820,0,1820,0,1820,2,1820,2,1820,2,1824,2,1824,1,1828,1,1828,2,1849,1,1853,0,1853,0,1857,0,1862,1,1870,1,1900,0,1934,0,1938,0,1993,0,2035,0,2090,0,2196,1,2227,0,2420,0,,,,,,,,,,,,
1824,17,1824,0,1824,2,1824,1,1824,3,1824,1,1824,2,1824,1,1824,0,1824,0,1824,2,1824,2,1824,2,1828,2,1828,1,1832,1,1832,3,1853,1,1857,0,1857,0,1862,0,1866,1,1875,1,1904,0,1938,0,1941,0,1997,0,2039,0,2094,0,2199,1,2229,0,2423,0,,,,,,,,,,,,
1828,17,1828,0,1828,2,1828,1,1828,3,1828,1,1828,2,1828,1,1828,0,1828,0,1828,3,1828,2,1828,2,1832,2,1832,2,1837,1,1837,3,1857,1,1862,0,1862,0,1866,0,1870,1,1878,1,1908,0,1941,0,1946,0,2002,0,2043,0,2098,0,2204,1,2233,0,2428,0,,,,,,,,,,,,
1832,17,1832,1,1832,2,1832,1,1832,3,1832,1,1832,2,1832,1,1832,0,1832,0,1832,3,1832,2,1832,2,1837,2,1837,2,1841,1,1841,3,1862,1,1866,0,1866,0,1870,0,1875,1,1883,1,1913,0,1946,0,1950,0,2005,0,2048,0,2103,0,2208,1,2238,0,2432,0,,,,,,,,,,,,
1837,17,1837,1,1837,2,1837,1,1837,3,1837,1,1837,2,1837,1,1837,0,1837,0,1837,3,1837,2,1837,2,1841,2,1841,2,1845,1,1845,3,1866,1,1870,0,1870,0,1875,0,1878,1,1887,1,1917,0,1950,0,1955,0,2010,0,2052,0,2107,0,2212,1,2242,0,2436,0,,,,,,,,,,,,
1841,17,1841,1,1841,2,1841,1,1841,4,1841,1,1841,2,1841,1,1841,0,1841,0,1841,4,1841,2,1841,2,1845,2,1845,2,1849,1,1849,3,1870,1,1875,0,1875,0,1878,0,1883,1,1891,1,1921,0,1955,0,1959,0,2015,0,2056,0,2111,0,2216,1,2247,0,2440,0,,,,,,,,,,,,
1845,17,1845,1,1845,2,1845,1,1845,4,1845,1,1845,2,1845,1,1845,0,1845,0,1845,4,1845,2,1845,2,1849,2,1849,2,1853,1,1853,3,1875,1,1878,0,1878,0,1883,0,1887,1,1895,1,1925,0,1959,0,1963,0,2019,0,2060,0,2115,0,2220,1,2251,0,2445,0,,,,,,,,,,,,
1849,17,1849,1,1849,2,1849,1,1849,4,1849,1,1849,2,1849,1,1849,0,1849,0,1849,4,1849,2,1849,2,1853,2,1853,2,1857,1,1857,3,1878,1,1883,0,1883,0,1887,0,1891,1,1900,1,1930,0,1963,0,1967,0,2022,0,2064,0,2119,0,2227,1,2254,0,2449,0,,,,,,,,,,,,
1853,19,1853,1,1853,2,1853,1,1853,4,1853,1,1853,2,1853,1,1853,0,1853,0,1853,3,1853,2,1853,2,1857,2,1857,2,1862,1,1862,2,1883,1,1887,0,1887,0,1891,0,1895,1,1904,1,1934,0,1967,0,1972,0,2026,0,2068,0,2123,0,2229,1,2259,0,2453,0,,,,,,,,,,,,
1857,19,1857,1,1857,2,1857,1,1857,4,1857,1,1857,2,1857,1,1857,0,1857,0,1857,3,1857,2,1857,2,1862,2,1862,2,1866,1,1866,2,1887,1,1891,0,1891,0,1895,0,1900,1,1908,1,1938,0,1972,0,1976,0,2031,0,2073,0,2127,0,2233,1,2264,0,,,,,,,,,,,,,,
1862,19,1862,1,1862,2,1862,1,1862,4,1862,1,1862,2,1862,1,1862,0,1862,0,1862,3,1862,2,1862,2,1866,2,1866,2,1870,1,1870,2,1891,1,1895,0,1895,0,1900,0,1904,1,1913,0,1941,0,1976,1,1981,0,2035,0,2077,0,2131,1,2238,1,2267,0,,,,,,,,,,,,,,
1866,19,1866,1,1866,2,1866,1,1866,4,1866,1,1866,2,1866,1,1866,0,1866,0,1866,3,1866,2,1866,2,1870,2,1870,2,1875,1,1875,2,1895,1,1900,0,1900,0,1904,0,1908,1,1917,0,1946,0,1981,1,1984,0,2039,0,2082,0,2136,1,2242,1,2271,0,,,,,,,,,,,,,,
1870,19,1870,1,1870,2,1870,1,1870,4,1870,1,1870,2,1870,1,1870,0,1870,0,1870,4,1870,2,1870,2,1875,2,1875,2,1878,1,1878,1,1900,1,1904,0,1904,0,1908,0,1913,1,1921,0,1950,0,1984,1,1988,0,2043,0,2086,0,2140,1,2247,1,2275,0,,,,,,,,,,,,,,
1875,19,1875,1,1875,2,1875,1,1875,4,1875,1,1875,2,1875,1,1875,0,1875,0,1875,4,1875,2,1875,2,1878,2,1878,2,1883,1,1883,1,1904,1,1908,0,1908,0,1913,0,1917,1,1925,0,1955,0,1988,1,1993,0,2048,0,2090,0,2144,1,2251,1,2280,0,,,,,,,,,,,,,,
1878,19,1878,1,1878,2,1878,1,1878,4,1878,1,1878,2,1878,1,1878,0,1878,0,1878,4,1878,2,1878,2,1883,2,1883,2,1887,1,1887,1,1908,1,1913,0,1913,0,1917,0,1921,1,1930,1,1959,0,1993,1,1997,0,2052,0,2094,0,2148,1,2254,1,2285,0,,,,,,,,,,,,,,
1883,19,1883,1,1883,2,1883,1,1883,4,1883,1,1883,2,1883,1,1883,0,1883,0,1883,4,1883,1,1883,2,1887,2,1887,2,1891,1,1891,1,1913,1,1917,0,1917,0,1921,0,1925,1,1934,1,1963,0,1997,1,2002,0,2056,0,2098,0,2153,1,2259,1,2289,0,,,,,,,,,,,,,,
1887,19,1887,1,1887,2,1887,1,1887,3,1887,1,1887,2,1887,1,1887,0,1887,0,1887,4,1887,1,1887,2,1891,2,1891,1,1895,1,1895,1,1917,1,1921,0,1921,0,1925,0,1930,1,1938,1,1967,0,2002,1,2005,0,2060,0,2103,0,2157,1,2264,1,2293,0,,,,,,,,,,,,,,
1891,19,1891,1,1891,2,1891,1,1891,3,1891,1,1891,2,1891,1,1891,0,1891,0,1891,3,1891,1,1891,2,1895,2,1895,2,1900,1,1900,1,1921,1,1925,0,1925,0,1930,1,1934,1,1941,1,1972,0,2005,1,2010,0,2064,0,2107,0,2161,1,2267,0,2297,0,,,,,,,,,,,,,,
1895,19,1895,1,1895,2,1895,1,1895,3,1895,1,1895,2,1895,1,1895,0,1895,0,1895,4,1895,1,1895,2,1900,2,1900,2,1904,1,1904,1,1925,1,1930,0,1930,0,1934,1,1938,1,1946,1,1976,0,2010,1,2015,0,2068,0,2111,0,2165,1,2271,0,2301,0,,,,,,,,,,,,,,
1900,19,1900,1,1900,2,1900,1,1900,3,1900,1,1900,2,1900,1,1900,0,1900,0,1900,5,1900,1,1900,2,1904,2,1904,2,1908,1,1908,2,1930,1,1934,0,1934,0,1938,1,1941,1,1950,1,1981,0,2015,1,2019,0,2073,0,2115,0,2169,1,2275,0,2305,0,,,,,,,,,,,,,,
1904,19,1904,1,1904,2,1904,1,1904,2,1904,1,1904,2,1904,1,1904,0,1904,0,1904,4,1904,1,1904,2,1908,2,1908,2,1913,1,1913,2,1934,1,1938,0,1938,0,1941,1,1946,1,1955,1,1984,0,2019,1,2022,0,2077,0,2119,0,2174,1,2280,0,2309,0,,,,,,,,,,,,,,
1908,20,1908,1,1908,2,1908,1,1908,2,1908,1,1908,2,1908,1,1908,0,1908,0,1908,4,1908,1,1908,2,1913,2,1913,2,1917,1,1917,2,1938,1,1941,0,1941,0,1946,1,1950,1,1959,1,1988,0,2022,1,2026,0,2082,0,2123,0,2178,1,2285,0,2314,0,,,,,,,,,,,,,,
1913,20,1913,1,1913,2,1913,1,1913,2,1913,1,1913,1,1913,1,1913,0,1913,0,1913,4,1913,1,1913,2,1917,2,1917,2,1921,1,1921,3,1941,1,1946,0,1946,0,1950,1,1955,1,1963,1,1993,0,2026,1,2031,0,2086,0,2127,0,2182,1,2289,0,2318,0,,,,,,,,,,,,,,
1917,20,1917,1,1917,2,1917,1,1917,2,1917,1,1917,1,1917,1,1917,0,1917,0,1917,4,1917,1,1917,2,1921,2,1921,2,1925,1,1925,3,1946,1,1950,0,1950,0,1955,1,1959,1,1967,1,1997,0,2031,1,2035,0,2090,0,2131,0,2187,1,2293,0,2322,0,,,,,,,,,,,,,,
1921,20,1921,1,1921,2,1921,1,1921,2,1921,1,1921,1,1921,1,1921,0,1921,0,1921,4,1921,1,1921,2,1925,2,1925,2,1930,1,1930,3,1950,1,1955,0,1955,0,1959,1,1963,2,1972,1,2002,0,2035,1,2039,0,2094,0,2136,0,2191,1,2297,0,2326,0,,,,,,,,,,,,,,
1925,20,1925,1,1925,2,1925,1,1925,2,1925,1,1925,1,1925,1,1925,0,1925,0,1925,4,1925,1,1925,2,1930,2,1930,2,1934,1,1934,3,1955,1,1959,0,1959,0,1963,1,1967,2,1976,1,2005,0,2039,1,2043,0,2098,0,2140,0,2196,1,2301,0,2330,0,,,,,,,,,,,,,,
1930,20,1930,1,1930,2,1930,1,1930,2,1930,1,1930,1,1930,1,1930,0,1930,0,1930,4,1930,1,1930,2,1934,2,1934,2,1938,1,1938,3,1959,1,1963,0,1963,0,1967,1,1972,2,1981,1,2010,0,2043,1,2048,0,2103,0,2144,0,2199,1,2305,0,2334,0,,,,,,,,,,,,,,
1934,20,1934,1,1934,2,1934,1,1934,2,1934,1,1934,1,1934,1,1934,0,1934,0,1934,3,1934,1,1934,2,1938,2,1938,2,1941,1,1941,3,1963,1,1967,0,1967,0,1972,1,1976,2,1984,1,2015,0,2048,1,2052,0,2107,0,2148,0,2204,1,2309,0,2339,0,,,,,,,,,,,,,,
1938,20,1938,1,1938,2,1938,1,1938,2,1938,1,1938,1,1938,1,1938,0,1938,0,1938,3,1938,1,1938,2,1941,2,1941,2,1946,1,1946,3,1967,1,1972,0,1972,0,1976,1,1981,2,1988,1,2019,0,2052,1,2056,0,2111,0,2153,0,2208,1,2314,0,2344,0,,,,,,,,,,,,,,
1941,20,1941,1,1941,2,1941,1,1941,2,1941,1,1941,1,1941,1,1941,0,1941,0,1941,3,1941,1,1941,2,1946,0,1946,2,1950,1,1950,3,1972,1,1976,0,1976,0,1981,1,1984,2,1993,1,2022,0,2056,1,2060,0,2115,0,2157,0,2212,1,2318,0,2348,0,,,,,,,,,,,,,,
1946,20,1946,1,1946,2,1946,1,1946,2,1946,1,1946,1,1946,1,1946,0,1946,0,1946,3,1946,1,1946,2,1950,1,1950,2,1955,1,1955,2,1976,1,1981,0,1981,0,1984,1,1988,2,1997,1,2026,0,2060,1,2064,0,2119,0,2161,0,2216,1,2322,0,2352,0,,,,,,,,,,,,,,
1950,20,1950,1,1950,2,1950,1,1950,2,1950,0,1950,1,1950,1,1950,0,1950,0,1950,4,1950,1,1950,1,1955,1,1955,2,1959,1,1959,2,1981,1,1984,0,1984,0,1988,0,1993,2,2002,1,2031,0,2064,1,2068,0,2123,0,2165,0,2220,1,2326,0,2356,0,,,,,,,,,,,,,,
1955,20,1955,1,1955,2,1955,1,1955,2,1955,0,1955,1,1955,1,1955,0,1955,0,1955,4,1955,1,1955,1,1959,1,1959,1,1963,0,1963,2,1984,1,1988,0,1988,0,1993,0,1997,2,2005,1,2035,0,2068,1,2073,0,2127,0,2169,0,2227,0,2330,0,2360,0,,,,,,,,,,,,,,
1959,20,1959,1,1959,2,1959,1,1959,3,1959,0,1959,1,1959,1,1959,0,1959,0,1959,4,1959,1,1959,1,1963,1,1963,1,1967,0,1967,2,1988,1,1993,0,1993,0,1997,0,2002,2,2010,1,2039,0,2073,1,2077,0,2131,0,2174,0,2229,0,2334,0,2364,0,,,,,,,,,,,,,,
1963,20,1963,1,1963,2,1963,1,1963,3,1963,0,1963,1,1963,1,1963,0,1963,0,1963,3,1963,1,1963,2,1967,1,1967,1,1972,0,1972,1,1993,1,1997,0,1997,0,2002,0,2005,3,2015,1,2043,0,2077,1,2082,0,2136,0,2178,0,2233,0,2339,0,2368,0,,,,,,,,,,,,,,
1967,20,1967,1,1967,2,1967,1,1967,3,1967,0,1967,1,1967,1,1967,0,1967,0,1967,3,1967,1,1967,2,1972,1,1972,1,1976,0,1976,1,1997,1,2002,0,2002,0,2005,0,2010,3,2019,1,2048,0,2082,1,2086,0,2140,0,2182,0,2238,0,2344,0,2373,0,,,,,,,,,,,,,,
