Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Manual_Count,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,22,21,21,21,21,21,20,20,20,20,20,20,20
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Routerboard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Billion Electric Co. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
NETGEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Netgear Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Belkin International Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"CISCO SYSTEMS, INC.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"TP-LINK TECHNOLOGIES CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,2,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Routerboard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Billion Electric Co. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
NETGEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Netgear Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Belkin International Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"CISCO SYSTEMS, INC.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"TP-LINK TECHNOLOGIES CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
ASUSTek COMPUTER INC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"GIGA-BYTE TECHNOLOGY CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"NETGEAR INC.,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
D-Link International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,6,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Routerboard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Billion Electric Co. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
NETGEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Netgear Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Belkin International Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"CISCO SYSTEMS, INC.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"TP-LINK TECHNOLOGIES CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
ASUSTek COMPUTER INC.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"GIGA-BYTE TECHNOLOGY CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"NETGEAR INC.,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
D-Link International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Netgear Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Intel Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"GIGA-BYTE TECHNOLOGY CO.,LTD.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Hewlett Packard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,10,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
"TwinHan Technology Co.,Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Routerboard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
UNKNOWN,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Billion Electric Co. Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
NETGEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Netgear Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Apple,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,0,14,19,23,27,32,35,40,44,48,53,58,61,66,69,76,79,83,87,91,95,100,104,109,114,119,124,130,135,140,146,152,159,165,171,178,185,192
Belkin International Inc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
