@relation rssi_time_total-weka.filters.unsupervised.attribute.Remove-R3

@attribute Timeout numeric
@attribute RSSI numeric
@attribute 'Manual Count' numeric
@attribute Total_Devs numeric

@data
120,60,10,4
120,60,10,6
120,60,10,5
120,60,10,4
120,60,10,3
120,60,10,4
120,60,10,4
120,60,10,3
120,60,10,4
120,60,10,4
120,60,10,4
120,60,10,3
120,60,10,3
120,60,10,4
120,60,10,3
120,60,10,4
120,60,10,2
120,60,10,3
120,60,10,3
120,60,10,3
120,60,10,4
120,60,10,4
120,60,10,5
120,60,10,5
120,60,10,4
120,60,10,4
120,60,10,6
120,60,10,7
120,80,0,0
120,80,7,1
120,80,10,9
120,80,10,15
120,80,10,18
120,80,10,26
120,80,10,27
120,80,10,30
120,80,10,34
120,80,10,36
120,80,10,36
120,80,10,39
120,80,10,40
120,80,10,43
120,80,10,44
120,80,10,46
120,80,10,47
120,80,10,48
120,80,10,47
120,80,10,49
120,80,10,51
120,80,10,52
120,80,10,51
120,80,10,54
120,80,10,54
120,80,10,53
120,80,10,53
120,80,10,53
120,80,10,55
120,80,10,57
120,80,10,58
120,80,10,57
120,80,10,58
120,80,10,55
120,80,10,55
120,80,10,55
120,80,10,54
120,80,10,54
120,80,10,55
120,80,10,54
120,80,10,55
120,80,10,54
120,80,12,51
120,80,12,51
120,80,11,51
120,80,11,53
120,80,11,52
120,80,11,57
120,80,12,61
120,80,12,62
120,80,12,61
120,80,12,62
120,80,12,63
120,80,12,65
120,80,12,64
120,80,11,62
120,80,11,62
120,80,11,62
120,80,11,58
120,80,11,58
120,80,12,59
120,80,12,60
120,80,12,59
120,80,12,60
120,80,12,58
120,80,12,60
120,80,12,59
120,80,12,60
120,80,12,62
120,80,12,65
120,80,10,63
120,80,10,66
120,80,10,66
120,80,10,63
120,80,10,62
120,80,10,60
120,80,10,60
120,80,10,57
120,80,10,56
120,80,10,56
120,80,10,58
120,80,10,60
120,80,10,60
120,80,10,60
120,80,10,61
120,80,10,59
120,80,10,60
120,80,10,59
120,80,10,60
120,80,10,59
120,80,10,57
120,80,10,58
120,80,10,56
120,80,10,56
120,80,10,59
120,80,10,59
120,80,10,59
120,80,10,58
75,75,0,0
75,75,11,0
75,75,11,6
75,75,11,6
75,75,11,6
75,75,11,7
75,75,11,8
75,75,11,8
75,75,11,9
75,75,11,8
75,75,11,12
75,75,11,14
75,75,11,15
75,75,11,16
75,75,11,17
75,75,11,17
75,75,11,17
75,75,11,17
75,75,11,21
75,75,11,21
75,75,11,20
75,75,11,20
75,75,11,20
75,75,11,21
75,75,11,20
75,75,11,19
75,75,11,19
75,75,11,21
75,75,11,22
75,75,11,22
75,75,11,21
75,75,11,20
75,75,11,17
75,75,11,19
75,75,11,20
75,75,11,22
75,75,11,19
75,75,11,21
75,75,11,21
75,75,11,21
75,75,11,21
75,75,11,21
75,75,11,23
75,75,11,24
75,75,11,24
75,75,11,23
75,75,11,23
75,75,11,23
75,75,11,24
75,75,11,24
75,75,11,25
75,75,11,25
75,75,11,24
75,75,11,24
75,75,11,27
75,75,11,25
75,75,11,25
75,75,11,28
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,3
10,40,9,2
10,40,9,2
10,40,9,1
10,40,9,1
10,40,9,2
10,40,9,2
10,40,9,2
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,2
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,0
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,0
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,0
10,40,9,1
10,40,9,2
10,40,9,2
10,40,9,2
10,40,9,1
10,40,9,1
10,40,9,1
10,40,9,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,1
10,40,10,0
10,50,0,0
10,50,10,0
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,0
10,50,10,0
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,0
10,50,10,1
10,50,10,2
10,50,8,2
10,50,8,2
10,50,8,1
10,50,8,1
10,50,8,0
10,50,8,1
10,50,8,1
10,50,8,1
10,50,8,1
10,50,8,2
10,50,10,2
10,50,10,2
10,50,10,0
10,50,10,0
10,50,10,2
10,50,10,2
10,50,10,2
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,1
10,50,10,0
10,50,10,1
10,50,10,1
10,50,10,1
10,50,11,0
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,1
10,50,11,0
10,50,11,1
10,50,11,1
10,60,0,0
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,2
10,60,10,3
10,60,10,2
10,60,10,1
10,60,10,2
10,60,10,1
10,60,10,1
10,60,10,0
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,1
10,60,10,0
10,60,10,1
10,60,10,1
10,60,11,1
10,60,11,2
10,60,11,2
10,60,11,2
10,60,11,1
10,60,11,0
10,60,11,0
10,60,11,1
10,60,11,2
10,60,9,2
10,60,10,2
10,60,10,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,2
10,60,7,2
10,60,7,1
10,60,7,0
10,60,7,0
10,60,7,1
10,60,7,2
10,60,7,1
10,60,7,2
10,60,7,2
10,60,7,2
10,60,7,2
10,60,7,2
10,60,7,1
10,60,7,2
10,60,7,2
10,60,7,1
10,60,7,0
10,60,7,0
10,60,7,1
10,60,7,2
10,60,7,3
10,60,7,3
10,60,7,3
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,0
10,60,7,0
10,60,7,0
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,1
10,60,7,0
10,60,7,0
10,70,0,0
10,70,10,1
10,70,10,1
10,70,10,1
10,70,10,2
10,70,10,3
10,70,10,2
10,70,10,1
10,70,10,2
10,70,10,1
10,70,10,1
10,70,10,0
10,70,10,1
10,70,10,1
10,70,10,2
10,70,10,2
10,70,10,2
10,70,10,1
10,70,10,1
10,70,10,0
10,70,10,1
10,70,10,2
10,70,11,2
10,70,11,3
10,70,11,2
10,70,11,2
10,70,11,1
10,70,11,1
10,70,11,0
10,70,11,1
10,70,11,2
10,70,9,2
10,70,10,2
10,70,10,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,2
10,70,7,2
10,70,7,1
10,70,7,0
10,70,7,0
10,70,7,1
10,70,7,2
10,70,7,1
10,70,7,2
10,70,7,2
10,70,7,2
10,70,7,2
10,70,7,2
10,70,7,1
10,70,7,2
10,70,7,2
10,70,7,1
10,70,7,0
10,70,7,1
10,70,7,2
10,70,7,3
10,70,7,3
10,70,7,3
10,70,7,3
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,0
10,70,7,1
10,70,7,0
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,1
10,70,7,0
10,70,7,0
10,80,0,0
10,80,8,2
10,80,8,12
10,80,8,12
10,80,8,13
10,80,8,20
10,80,8,20
10,80,8,18
10,80,8,18
10,80,8,17
10,80,8,14
10,80,8,16
10,80,8,18
10,80,8,19
10,80,8,19
10,80,8,16
10,80,8,18
10,80,8,18
10,80,8,16
10,80,8,15
10,80,8,17
10,80,8,19
10,80,8,19
10,80,8,13
10,80,8,13
10,80,8,14
10,80,8,16
10,80,8,13
10,80,8,13
10,80,8,17
10,80,8,17
10,80,8,17
10,80,8,13
10,80,8,16
10,80,8,15
10,80,8,13
10,80,8,13
10,80,8,14
10,80,8,17
10,80,8,15
10,80,8,16
10,80,8,14
10,80,8,16
10,80,8,16
10,80,8,17
10,80,8,15
10,80,8,19
10,80,8,15
10,80,8,13
10,80,8,14
10,80,8,17
10,80,8,19
10,80,8,17
10,80,8,14
10,80,8,13
10,80,8,17
10,80,8,16
10,80,8,20
10,80,8,16
10,80,8,16
10,80,8,17
10,80,8,18
10,80,8,18
10,80,8,19
10,80,8,17
10,80,8,18
10,80,8,15
10,80,8,17
10,80,8,16
10,80,8,19
10,80,8,18
10,80,8,19
10,80,8,18
10,80,8,16
10,80,8,16
10,80,8,20
10,80,8,19
10,80,8,16
10,80,8,17
10,80,8,19
10,80,8,17
10,80,8,14
10,80,8,16
10,90,0,0
10,90,8,3
10,90,8,15
10,90,8,19
10,90,8,13
10,90,8,12
10,90,8,13
10,90,8,11
10,90,8,12
10,90,8,11
10,90,8,12
10,90,8,17
10,90,8,12
10,90,8,12
10,90,8,12
10,90,8,12
10,90,8,18
10,90,8,17
10,90,8,10
10,90,8,10
10,90,8,14
10,90,9,13
10,90,9,15
10,90,9,15
10,90,9,15
10,90,9,17
10,90,9,14
10,90,9,12
10,90,9,11
10,90,9,15
10,90,9,15
10,90,9,8
10,90,9,8
10,90,9,8
10,90,9,10
10,90,9,11
10,90,9,14
10,90,9,16
10,90,9,16
10,90,9,15
10,90,9,13
10,90,9,16
10,90,9,14
10,90,9,10
10,90,9,13
10,90,9,14
10,90,9,12
10,90,9,12
10,90,9,14
10,90,9,17
10,90,9,16
10,90,9,13
10,90,9,14
10,90,9,10
10,90,9,11
10,90,9,13
10,90,9,15
10,90,9,18
10,90,9,18
10,90,9,12
10,90,9,12
10,90,9,12
10,90,9,13
10,90,9,14
10,90,9,13
10,90,9,13
10,90,9,12
10,90,9,13
10,90,9,11
10,90,9,14
10,90,9,16
10,90,9,14
10,90,9,10
10,100,0,0
10,100,7,4
10,100,7,21
10,100,9,24
10,100,9,24
10,100,9,27
10,100,9,23
10,100,9,22
10,100,9,18
10,100,9,18
10,100,9,16
10,100,9,13
10,100,9,16
10,100,9,17
10,100,9,21
10,100,9,20
10,100,10,14
10,100,10,23
10,100,10,23
10,100,10,21
10,100,10,21
10,100,10,19
10,100,9,18
10,100,9,20
10,100,9,19
10,100,9,21
10,100,9,20
10,100,9,21
10,100,9,22
10,100,9,23
10,100,9,21
10,100,9,20
10,100,9,19
10,100,9,18
10,100,9,18
10,100,9,21
10,100,9,22
10,100,10,21
10,100,10,18
10,100,10,17
10,100,10,15
10,100,10,21
10,100,10,17
10,100,10,15
10,100,10,20
10,100,10,22
10,100,10,17
10,100,10,18
10,100,10,19
10,100,10,25
10,100,10,22
10,100,10,18
10,100,10,18
10,100,10,22
10,100,10,18
10,100,10,16
10,100,10,17
10,100,9,19
10,100,9,23
10,100,9,21
10,100,9,22
10,100,9,23
10,100,9,25
10,100,9,24
10,100,9,23
10,100,9,22
10,100,9,22
10,100,9,11
10,100,9,14
10,100,9,12
10,100,9,13
10,100,9,14
10,100,9,8
10,100,8,12
10,100,8,16
10,100,8,17
10,100,8,17
10,100,8,19
10,100,8,23
10,100,9,22
10,100,10,21
10,100,9,24
10,100,9,23
10,100,9,15
10,100,9,15
10,100,9,14
10,100,9,11
10,100,8,15
10,100,7,20
10,100,7,20
10,100,7,16
10,100,7,21
10,100,7,21
10,100,7,19
10,100,7,19
10,100,7,22
10,100,7,22
10,100,6,18
10,100,6,17
10,100,6,17
10,100,6,25
10,100,6,26
10,100,6,22
10,100,6,18
10,100,6,19
10,100,6,23
10,100,6,21
10,100,6,16
10,100,6,16
10,100,6,20
10,100,6,28
10,100,7,23
10,100,7,19
10,100,6,17
10,100,6,15
10,100,7,20
10,100,7,20
10,100,7,12
10,100,6,17
10,100,6,20
10,100,6,18
10,100,6,20
10,100,6,19
10,100,7,19
10,100,7,22
10,100,7,22
10,100,7,23
10,100,7,24
10,100,7,21
10,100,7,19
10,100,6,19
10,100,6,19
10,100,6,19
10,100,6,22
10,100,6,24
10,100,6,24
10,100,7,21
10,100,7,19
10,100,7,17
10,100,7,14
10,100,7,16
10,100,7,21
10,100,7,25
10,100,7,24
10,100,7,19
10,100,7,18
10,100,7,18
10,100,7,18
10,100,7,17
10,100,7,14
10,100,7,12
10,100,7,12
10,100,7,14
10,100,7,19
10,100,7,22
10,100,7,24
10,100,7,24
10,100,7,19
10,100,7,18
10,100,7,18
10,100,7,17
10,100,7,23
10,100,7,21
10,100,7,16
10,100,7,18
10,100,7,20
10,100,7,23
10,100,7,24
10,100,8,23
10,100,8,23
10,100,8,22
10,100,9,18
10,100,9,18
10,100,9,23
10,100,9,20
10,100,9,19
10,100,9,16
10,100,9,14
10,100,9,21
10,100,9,17
10,100,9,19
10,100,9,23
10,100,9,22
10,100,9,19
10,100,9,20
10,100,9,21
10,100,9,22
10,100,9,22
10,100,9,12
10,100,9,17
10,100,9,17
10,100,9,19
10,100,9,17
10,100,9,20
10,100,9,22
10,100,9,23
10,100,9,20
10,100,9,16
10,100,9,21
10,100,9,22
10,100,9,14
10,100,9,12
10,100,9,16
10,100,9,14
10,100,9,19
10,100,9,20
10,100,9,19
10,100,9,18
10,100,9,18
60,40,0,0
60,40,8,0
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,8,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,0
60,40,7,0
60,40,7,1
60,40,7,1
60,40,7,0
60,40,7,0
60,40,7,0
60,40,7,0
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,40,7,1
60,50,0,0
60,50,7,0
60,50,7,4
60,50,7,6
60,50,7,8
60,50,7,8
60,50,7,10
60,50,7,9
60,50,7,8
60,50,7,7
60,50,7,9
60,50,7,8
60,50,7,10
60,50,7,10
60,50,7,11
60,50,7,11
60,50,7,11
60,50,7,12
60,50,7,9
60,50,7,8
60,50,7,8
60,50,7,9
60,50,7,12
60,50,7,12
60,50,7,11
60,50,7,12
60,50,7,13
60,50,7,15
60,50,7,15
60,50,7,13
60,50,7,14
60,50,7,13
60,50,7,15
60,50,7,15
60,50,7,15
60,50,7,15
60,50,7,14
60,50,7,13
60,50,7,15
60,50,7,18
60,50,7,18
60,50,7,17
60,50,7,15
60,50,9,12
60,50,9,12
60,50,9,14
60,50,9,13
60,50,9,13
60,50,9,14
60,50,9,13
60,50,9,16
60,50,9,10
60,50,9,9
60,50,9,10
60,50,9,10
60,50,9,11
60,50,9,13
60,50,9,10
60,50,9,12
60,50,7,13
60,50,7,11
60,50,7,11
60,50,7,10
60,50,7,9
60,50,7,8
60,50,7,12
60,50,7,12
60,50,7,11
60,50,7,12
60,50,8,12
60,50,8,12
60,50,8,11
60,50,8,11
60,50,8,9
60,50,8,11
60,50,8,12
60,50,8,13
60,50,8,14
60,50,8,15
60,50,8,14
60,50,8,13
60,50,9,12
60,50,9,12
60,50,9,12
60,50,9,14
60,50,9,14
60,50,9,12
60,50,9,12
60,50,9,13
60,50,9,11
60,50,9,11
60,50,7,11
60,50,7,12
60,50,7,9
60,50,7,9
60,50,7,10
60,50,7,10
60,80,0,0
60,80,7,2
60,80,7,12
60,80,9,13
60,80,9,14
60,80,9,16
60,80,9,18
60,80,9,18
60,80,9,19
60,80,9,20
60,80,9,21
60,80,9,23
60,80,9,27
60,80,9,25
60,80,9,27
60,80,9,27
60,80,9,26
60,80,9,27
60,80,7,28
60,80,7,28
60,80,7,29
60,80,7,31
60,80,7,30
60,80,7,31
60,80,7,32
60,80,7,32
60,80,7,32
60,80,7,31
60,80,7,34
60,80,7,36
60,80,7,36
60,80,7,33
60,80,7,33
60,80,7,33
60,80,7,32
60,80,7,32
60,80,7,34
60,80,7,33
60,80,7,30
60,80,7,31
60,80,7,35
60,80,7,34
60,80,7,32
60,80,7,31
60,80,7,31
60,80,7,32
60,80,7,32
60,80,7,31
60,80,7,31
60,80,7,31
60,80,7,27
60,80,7,27
60,80,7,23
60,80,7,23
60,80,7,25
60,80,7,23
60,80,7,23
60,80,7,26
60,80,7,25
60,80,7,24
60,80,7,23
60,80,7,26
60,80,7,27
60,80,7,27
60,80,7,28
60,80,7,30
60,80,7,27
60,80,7,28
60,80,7,29
60,80,7,29
60,80,7,30
60,80,7,28
60,80,7,28
60,80,7,28
60,80,7,30
60,80,7,30
60,80,7,31
60,80,7,32
60,80,7,33
60,80,7,33
60,80,7,31
60,80,7,31
60,80,7,30
60,80,7,28
60,80,7,28
60,80,7,29
60,80,7,28
60,80,7,28
60,80,7,28
60,80,7,27
60,80,7,23
60,80,7,25
60,80,7,26
60,80,7,27
60,80,7,26
60,80,7,28
60,80,7,30
60,80,7,31
60,90,0,0
60,90,8,1
60,90,8,15
60,90,8,16
60,90,8,20
60,90,8,21
60,90,8,24
60,90,8,27
60,90,8,28
60,90,8,28
60,90,8,29
60,90,8,29
60,90,8,30
60,90,8,32
60,90,8,32
60,90,8,30
60,90,8,31
60,90,8,32
60,90,8,31
60,90,8,30
60,90,8,31
60,90,8,31
60,90,8,31
60,90,8,31
60,90,8,30
60,90,8,32
60,90,8,30
60,90,8,32
60,90,8,33
60,90,8,33
60,90,8,33
60,90,8,33
60,90,8,34
60,90,8,33
60,90,8,34
60,90,8,35
60,90,9,36
60,90,9,37
60,90,9,36
60,90,9,36
60,90,9,37
60,90,9,34
60,90,9,33
60,90,9,34
60,90,9,34
60,90,9,37
60,90,9,36
60,90,9,34
60,90,9,35
60,90,9,36
60,90,9,32
60,90,9,35
60,90,9,34
60,90,9,34
60,90,9,35
60,90,9,36
60,90,9,35
60,90,9,36
60,90,9,36
60,90,9,38
60,90,9,38
60,90,9,38
60,90,9,36
60,90,9,37
60,90,11,37
60,90,11,37
60,90,11,38
60,90,11,37
60,90,11,35
60,90,11,35
60,90,11,32
60,90,11,34
60,90,11,34
60,90,11,31
60,90,11,28
60,90,11,31
60,90,11,33
60,90,11,32
60,90,11,32
60,90,11,32
60,90,11,33
60,90,11,34
60,90,11,34
60,90,11,34
60,90,11,34
90,40,0,0
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,10,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,12,1
90,40,13,1
90,40,13,1
90,40,13,1
90,40,13,1
90,40,13,1
90,40,13,1
90,40,13,1
90,40,14,1
90,40,14,1
90,40,14,1
90,40,14,1
90,40,14,1
90,40,14,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,40,15,1
90,50,0,0
90,50,15,0
90,50,15,0
90,50,15,0
90,50,15,0
90,50,15,0
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,14,1
90,50,14,1
90,50,14,1
90,50,14,0
90,50,14,0
90,50,15,0
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,1
90,50,15,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,14,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,3
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,50,15,2
90,60,0,0
90,60,15,0
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,1
90,60,15,2
90,60,15,2
90,60,15,2
90,60,15,1
90,60,15,1
90,60,12,1
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,2
90,60,12,2
90,60,12,1
90,60,12,2
90,60,12,2
90,60,12,2
90,60,12,2
90,60,12,2
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,4
90,60,12,4
90,60,12,4
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,3
90,60,12,4
90,60,12,5
90,60,12,6
90,60,12,6
90,60,12,6
90,60,12,5
90,60,12,5
90,60,12,5
90,60,12,5
90,60,12,5
90,60,12,5
90,60,12,5
90,60,12,4
90,60,12,5
90,60,12,6
90,60,12,4
90,60,12,4
90,60,12,4
90,60,12,4
90,60,12,4
90,60,12,4
90,60,12,5
90,60,15,4
90,60,15,4
90,60,15,3
90,60,15,4
90,60,15,3
90,60,15,4
90,60,15,3
90,60,15,4
90,60,15,3
90,60,15,4
90,60,15,4
90,60,15,3
90,60,15,5
90,60,15,3
90,60,15,4
90,60,16,6
90,60,16,5
90,60,16,4
90,60,16,0
90,90,0,0
90,90,15,1
90,90,15,10
90,90,15,14
90,90,15,15
90,90,15,20
90,90,15,24
90,90,15,26
90,90,15,29
90,90,15,32
90,90,15,34
90,90,15,37
90,90,15,37
90,90,15,37
90,90,15,37
90,90,15,38
90,90,15,38
90,90,15,38
90,90,15,39
90,90,15,44
90,90,15,44
90,90,15,44
90,90,15,44
90,90,15,45
90,90,15,46
90,90,15,46
90,90,15,46
90,90,15,47
90,90,15,46
90,90,15,47
90,90,15,46
90,90,15,47
90,90,15,46
90,90,15,47
90,90,15,48
90,90,15,46
90,90,15,48
90,90,15,49
90,90,15,49
90,90,15,49
90,90,15,48
90,90,15,46
90,90,15,47
90,90,15,47
90,90,15,48
90,90,15,48
90,90,15,49
90,90,15,47
90,90,15,47
90,90,15,47
90,90,15,46
90,90,15,46
90,90,15,45
90,90,15,43
90,90,15,45
90,90,15,45
90,90,17,45
90,90,17,47
90,90,17,45
90,90,17,43
90,90,17,42
90,90,17,41
90,90,17,41
90,90,17,41
90,90,17,40
90,90,17,43
90,90,17,43
90,90,17,43
90,90,17,42
90,90,17,41
90,90,17,43
90,90,17,42
90,90,17,43
90,90,17,44
90,90,17,44
90,90,17,47
90,90,17,46
90,90,17,45
90,90,17,45
120,40,0,0
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,0
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,0
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,1
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,19,2
120,40,17,2
120,40,17,2
120,40,17,2
120,40,17,2
120,40,17,1
120,40,17,1
120,40,17,2
120,40,17,2
120,40,17,2
120,40,17,2
120,40,17,2
120,40,17,1
120,40,17,1
120,40,17,1
120,40,17,2
120,40,17,1
120,40,17,0
120,50,0,0
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,0
120,50,17,0
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,2
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,17,1
120,50,19,1
120,50,19,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,2
120,50,18,2
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,1
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,2
120,50,18,3
120,50,18,3
120,50,18,3
120,50,18,3
120,50,18,3
120,50,18,3
120,50,18,4
120,50,18,4
120,50,18,5
120,50,18,5
120,50,18,5
120,50,18,5
120,50,18,5
120,50,18,5
120,50,18,4
120,50,18,4
120,50,18,5
120,50,18,5
120,50,18,6
120,50,18,6
120,50,18,6
