Timeout,RSSI,Trial Number,Manual Count,Total_Devs
10,65,47,7,7
10,65,47,7,9
10,65,47,7,7
10,65,47,7,8
10,65,47,7,10
10,65,47,7,10
10,65,47,7,10
10,65,47,7,8
10,65,47,7,6
10,65,47,7,4
10,65,47,7,4
10,65,47,7,6
10,65,47,7,8
10,65,47,7,8
10,65,47,7,5
10,65,47,7,8
10,65,47,7,7
10,65,47,7,4
10,65,47,7,4
10,65,47,7,5
30,45,48,0,0
30,45,48,7,0
30,45,48,7,0
30,45,48,7,0
30,45,48,7,1
30,45,48,7,1
30,45,48,7,2
30,45,48,7,2
30,45,48,7,2
30,45,48,7,2
30,45,48,7,2
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
30,45,48,7,1
60,55,50,0,0
60,55,50,7,0
60,55,50,7,0
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,2
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,4
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,2
60,55,50,8,1
60,55,50,8,1
60,55,50,8,1
60,55,50,8,1
60,55,50,8,1
60,55,50,8,2
60,55,50,8,2
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,8,3
60,55,50,7,3
60,55,50,7,4
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,1
60,55,50,7,3
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,4
60,55,50,7,4
60,55,50,7,4
60,55,50,7,5
60,55,50,7,4
60,55,50,7,4
60,55,50,7,3
60,55,50,7,3
60,55,50,7,2
60,55,50,7,2
60,55,50,7,2
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,4
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
60,55,50,7,3
30,75,51,0,0
30,75,51,10,3
30,75,51,10,15
30,75,51,10,21
30,75,51,10,26
30,75,51,10,30
30,75,51,10,31
30,75,51,10,31
30,75,51,10,34
30,75,51,10,26
30,75,51,10,21
30,75,51,10,25
30,75,51,10,22
30,75,51,10,23
30,75,51,10,22
30,75,51,10,20
30,75,51,10,20
30,75,51,10,20
30,75,51,10,18
30,75,51,10,19
30,75,51,10,16
30,75,51,10,15
30,75,51,10,17
30,75,51,10,16
30,75,51,10,18
30,75,51,10,18
30,75,51,10,15
30,75,51,10,15
30,75,51,10,16
30,75,51,10,15
30,75,51,10,17
30,75,51,10,18
30,75,51,10,19
30,75,51,10,18
30,75,51,10,18
30,75,51,10,19
30,75,51,10,21
30,75,51,10,19
30,75,51,10,22
30,75,51,10,21
30,75,51,10,21
30,75,51,10,20
30,75,51,10,17
30,75,51,10,18
30,75,51,10,19
30,75,51,10,22
30,75,51,10,17
30,75,51,10,20
30,75,51,10,19
30,75,51,10,20
30,75,51,10,21
30,75,51,10,19
30,75,51,10,18
30,75,51,10,19
30,75,51,10,18
30,75,51,10,22
30,75,51,10,22
30,75,51,10,24
30,75,51,10,27
30,75,51,10,27
30,75,51,10,27
30,75,51,10,24
30,75,51,10,24
30,75,51,10,25
30,75,51,10,25
30,75,51,10,23
30,75,51,10,29
30,75,51,10,29
30,75,51,10,31
30,75,51,10,32
120,60,52,0,0
120,60,52,10,0
120,60,52,10,0
120,60,52,10,1
120,60,52,10,1
120,60,52,10,2
120,60,52,10,2
120,60,52,10,2
120,60,52,10,2
120,60,52,10,3
120,60,52,10,4
120,60,52,10,4
120,60,52,10,4
120,60,52,10,5
120,60,52,10,7
120,60,52,10,6
120,60,52,10,6
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,8
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,8
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,8
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,9
120,60,52,10,9
120,60,52,10,9
120,60,52,10,10
120,60,52,10,10
120,60,52,10,8
120,60,52,10,8
120,60,52,10,6
120,60,52,10,7
120,60,52,10,7
120,60,52,10,7
120,60,52,10,6
120,60,52,10,5
120,60,52,10,5
120,60,52,10,6
120,60,52,10,6
120,60,52,10,6
120,60,52,10,6
120,60,52,10,6
120,60,52,10,6
120,60,52,10,4
120,60,52,10,6
120,60,52,10,5
120,60,52,10,4
120,60,52,10,3
120,60,52,10,4
120,60,52,10,4
120,60,52,10,3
120,60,52,10,4
120,60,52,10,4
120,60,52,10,4
120,60,52,10,3
120,60,52,10,3
120,60,52,10,4
120,60,52,10,3
120,60,52,10,4
120,60,52,10,2
120,60,52,10,3
120,60,52,10,3
120,60,52,10,3
120,60,52,10,4
120,60,52,10,4
120,60,52,10,5
120,60,52,10,5
120,60,52,10,4
120,60,52,10,4
120,60,52,10,6
120,60,52,10,7
120,80,53,0,0
120,80,53,7,1
120,80,53,10,9
120,80,53,10,15
120,80,53,10,18
120,80,53,10,26
120,80,53,10,27
120,80,53,10,30
120,80,53,10,34
120,80,53,10,36
120,80,53,10,36
120,80,53,10,39
120,80,53,10,40
120,80,53,10,43
120,80,53,10,44
120,80,53,10,46
120,80,53,10,47
120,80,53,10,48
120,80,53,10,47
120,80,53,10,49
120,80,53,10,51
120,80,53,10,52
120,80,53,10,51
120,80,53,10,54
120,80,53,10,54
120,80,53,10,53
120,80,53,10,53
120,80,53,10,53
120,80,53,10,55
120,80,53,10,57
120,80,53,10,58
120,80,53,10,57
120,80,53,10,58
120,80,53,10,55
120,80,53,10,55
120,80,53,10,55
120,80,53,10,54
120,80,53,10,54
120,80,53,10,55
120,80,53,10,54
120,80,53,10,55
120,80,53,10,54
120,80,53,12,51
120,80,53,12,51
120,80,53,11,51
120,80,53,11,53
120,80,53,11,52
120,80,53,11,57
120,80,53,12,61
120,80,53,12,62
120,80,53,12,61
120,80,53,12,62
120,80,53,12,63
120,80,53,12,65
120,80,53,12,64
120,80,53,11,62
120,80,53,11,62
120,80,53,11,62
120,80,53,11,58
120,80,53,11,58
120,80,53,12,59
120,80,53,12,60
120,80,53,12,59
120,80,53,12,60
120,80,53,12,58
120,80,53,12,60
120,80,53,12,59
120,80,53,12,60
120,80,53,12,62
120,80,53,12,65
120,80,53,10,63
120,80,53,10,66
120,80,53,10,66
120,80,53,10,63
120,80,53,10,62
120,80,53,10,60
120,80,53,10,60
120,80,53,10,57
120,80,53,10,56
120,80,53,10,56
120,80,53,10,58
120,80,53,10,60
120,80,53,10,60
120,80,53,10,60
120,80,53,10,61
120,80,53,10,59
120,80,53,10,60
120,80,53,10,59
120,80,53,10,60
120,80,53,10,59
120,80,53,10,57
120,80,53,10,58
120,80,53,10,56
120,80,53,10,56
120,80,53,10,59
120,80,53,10,59
120,80,53,10,59
120,80,53,10,58
75,75,54,0,0
75,75,54,11,0
75,75,54,11,6
75,75,54,11,6
75,75,54,11,6
75,75,54,11,7
75,75,54,11,8
75,75,54,11,8
75,75,54,11,9
75,75,54,11,8
75,75,54,11,12
75,75,54,11,14
75,75,54,11,15
75,75,54,11,16
75,75,54,11,17
75,75,54,11,17
75,75,54,11,17
75,75,54,11,17
75,75,54,11,21
75,75,54,11,21
75,75,54,11,20
75,75,54,11,20
75,75,54,11,20
75,75,54,11,21
75,75,54,11,20
75,75,54,11,19
75,75,54,11,19
75,75,54,11,21
75,75,54,11,22
75,75,54,11,22
75,75,54,11,21
75,75,54,11,20
75,75,54,11,17
75,75,54,11,19
75,75,54,11,20
75,75,54,11,22
75,75,54,11,19
75,75,54,11,21
75,75,54,11,21
75,75,54,11,21
75,75,54,11,21
75,75,54,11,21
75,75,54,11,23
75,75,54,11,24
75,75,54,11,24
75,75,54,11,23
75,75,54,11,23
75,75,54,11,23
75,75,54,11,24
75,75,54,11,24
75,75,54,11,25
75,75,54,11,25
75,75,54,11,24
75,75,54,11,24
75,75,54,11,27
75,75,54,11,25
75,75,54,11,25
75,75,54,11,28
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,3
10,40,55,9,2
10,40,55,9,2
10,40,55,9,1
10,40,55,9,1
10,40,55,9,2
10,40,55,9,2
10,40,55,9,2
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,2
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,0
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,0
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,0
10,40,55,9,1
10,40,55,9,2
10,40,55,9,2
10,40,55,9,2
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,9,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,1
10,40,55,10,0
10,50,56,0,0
10,50,56,10,0
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,0
10,50,56,10,0
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,0
10,50,56,10,1
10,50,56,10,2
10,50,56,8,2
10,50,56,8,2
10,50,56,8,1
10,50,56,8,1
10,50,56,8,0
10,50,56,8,1
10,50,56,8,1
10,50,56,8,1
10,50,56,8,1
10,50,56,8,2
10,50,56,10,2
10,50,56,10,2
10,50,56,10,0
10,50,56,10,0
10,50,56,10,2
10,50,56,10,2
10,50,56,10,2
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,10,0
10,50,56,10,1
10,50,56,10,1
10,50,56,10,1
10,50,56,11,0
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,1
10,50,56,11,0
10,50,56,11,1
10,50,56,11,1
10,60,57,0,0
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,2
10,60,57,10,3
10,60,57,10,2
10,60,57,10,1
10,60,57,10,2
10,60,57,10,1
10,60,57,10,1
10,60,57,10,0
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,1
10,60,57,10,0
10,60,57,10,1
10,60,57,10,1
10,60,57,11,1
10,60,57,11,2
10,60,57,11,2
10,60,57,11,2
10,60,57,11,1
10,60,57,11,0
10,60,57,11,0
10,60,57,11,1
10,60,57,11,2
10,60,57,9,2
10,60,57,10,2
10,60,57,10,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,2
10,60,57,7,2
10,60,57,7,1
10,60,57,7,0
10,60,57,7,0
10,60,57,7,1
10,60,57,7,2
10,60,57,7,1
10,60,57,7,2
10,60,57,7,2
10,60,57,7,2
10,60,57,7,2
10,60,57,7,2
10,60,57,7,1
10,60,57,7,2
10,60,57,7,2
10,60,57,7,1
10,60,57,7,0
10,60,57,7,0
10,60,57,7,1
10,60,57,7,2
10,60,57,7,3
10,60,57,7,3
10,60,57,7,3
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,0
10,60,57,7,0
10,60,57,7,0
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,1
10,60,57,7,0
10,60,57,7,0
10,70,58,0,0
10,70,58,10,1
10,70,58,10,1
10,70,58,10,1
10,70,58,10,2
10,70,58,10,3
10,70,58,10,2
10,70,58,10,1
10,70,58,10,2
10,70,58,10,1
10,70,58,10,1
10,70,58,10,0
10,70,58,10,1
10,70,58,10,1
10,70,58,10,2
10,70,58,10,2
10,70,58,10,2
10,70,58,10,1
10,70,58,10,1
10,70,58,10,0
10,70,58,10,1
10,70,58,10,2
10,70,58,11,2
10,70,58,11,3
10,70,58,11,2
10,70,58,11,2
10,70,58,11,1
10,70,58,11,1
10,70,58,11,0
10,70,58,11,1
10,70,58,11,2
10,70,58,9,2
10,70,58,10,2
10,70,58,10,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,2
10,70,58,7,2
10,70,58,7,1
10,70,58,7,0
10,70,58,7,0
10,70,58,7,1
10,70,58,7,2
10,70,58,7,1
10,70,58,7,2
10,70,58,7,2
10,70,58,7,2
10,70,58,7,2
10,70,58,7,2
10,70,58,7,1
10,70,58,7,2
10,70,58,7,2
10,70,58,7,1
10,70,58,7,0
10,70,58,7,1
10,70,58,7,2
10,70,58,7,3
10,70,58,7,3
10,70,58,7,3
10,70,58,7,3
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,0
10,70,58,7,1
10,70,58,7,0
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,1
10,70,58,7,0
10,70,58,7,0
10,80,59,0,0
10,80,59,8,2
10,80,59,8,12
10,80,59,8,12
10,80,59,8,13
10,80,59,8,20
10,80,59,8,20
10,80,59,8,18
10,80,59,8,18
10,80,59,8,17
10,80,59,8,14
10,80,59,8,16
10,80,59,8,18
10,80,59,8,19
10,80,59,8,19
10,80,59,8,16
10,80,59,8,18
10,80,59,8,18
10,80,59,8,16
10,80,59,8,15
10,80,59,8,17
10,80,59,8,19
10,80,59,8,19
10,80,59,8,13
10,80,59,8,13
10,80,59,8,14
10,80,59,8,16
10,80,59,8,13
10,80,59,8,13
10,80,59,8,17
10,80,59,8,17
10,80,59,8,17
10,80,59,8,13
10,80,59,8,16
10,80,59,8,15
10,80,59,8,13
10,80,59,8,13
10,80,59,8,14
10,80,59,8,17
10,80,59,8,15
10,80,59,8,16
10,80,59,8,14
10,80,59,8,16
10,80,59,8,16
10,80,59,8,17
10,80,59,8,15
10,80,59,8,19
10,80,59,8,15
10,80,59,8,13
10,80,59,8,14
10,80,59,8,17
10,80,59,8,19
10,80,59,8,17
10,80,59,8,14
10,80,59,8,13
10,80,59,8,17
10,80,59,8,16
10,80,59,8,20
10,80,59,8,16
10,80,59,8,16
10,80,59,8,17
10,80,59,8,18
10,80,59,8,18
10,80,59,8,19
10,80,59,8,17
10,80,59,8,18
10,80,59,8,15
10,80,59,8,17
10,80,59,8,16
10,80,59,8,19
10,80,59,8,18
10,80,59,8,19
10,80,59,8,18
10,80,59,8,16
10,80,59,8,16
10,80,59,8,20
10,80,59,8,19
10,80,59,8,16
10,80,59,8,17
10,80,59,8,19
10,80,59,8,17
10,80,59,8,14
10,80,59,8,16
10,90,60,0,0
10,90,60,8,3
10,90,60,8,15
10,90,60,8,19
10,90,60,8,13
10,90,60,8,12
10,90,60,8,13
10,90,60,8,11
10,90,60,8,12
10,90,60,8,11
10,90,60,8,12
10,90,60,8,17
10,90,60,8,12
10,90,60,8,12
10,90,60,8,12
10,90,60,8,12
10,90,60,8,18
10,90,60,8,17
10,90,60,8,10
10,90,60,8,10
10,90,60,8,14
10,90,60,9,13
10,90,60,9,15
10,90,60,9,15
10,90,60,9,15
10,90,60,9,17
10,90,60,9,14
10,90,60,9,12
10,90,60,9,11
10,90,60,9,15
10,90,60,9,15
10,90,60,9,8
10,90,60,9,8
10,90,60,9,8
10,90,60,9,10
10,90,60,9,11
10,90,60,9,14
10,90,60,9,16
10,90,60,9,16
10,90,60,9,15
10,90,60,9,13
10,90,60,9,16
10,90,60,9,14
10,90,60,9,10
10,90,60,9,13
10,90,60,9,14
10,90,60,9,12
10,90,60,9,12
10,90,60,9,14
10,90,60,9,17
10,90,60,9,16
10,90,60,9,13
10,90,60,9,14
10,90,60,9,10
10,90,60,9,11
10,90,60,9,13
10,90,60,9,15
10,90,60,9,18
10,90,60,9,18
10,90,60,9,12
10,90,60,9,12
10,90,60,9,12
10,90,60,9,13
10,90,60,9,14
10,90,60,9,13
10,90,60,9,13
10,90,60,9,12
10,90,60,9,13
10,90,60,9,11
10,90,60,9,14
10,90,60,9,16
10,90,60,9,14
10,90,60,9,10
10,100,12,0,0
10,100,12,7,4
10,100,12,7,21
10,100,12,9,24
10,100,12,9,24
10,100,12,9,27
10,100,12,9,23
10,100,12,9,22
10,100,12,9,18
10,100,12,9,18
10,100,12,9,16
10,100,12,9,13
10,100,12,9,16
10,100,12,9,17
10,100,12,9,21
10,100,12,9,20
10,100,12,10,14
10,100,12,10,23
10,100,12,10,23
10,100,12,10,21
10,100,12,10,21
10,100,12,10,19
10,100,12,9,18
10,100,12,9,20
10,100,12,9,19
10,100,12,9,21
10,100,12,9,20
10,100,12,9,21
10,100,12,9,22
10,100,12,9,23
10,100,12,9,21
10,100,12,9,20
10,100,12,9,19
10,100,12,9,18
10,100,12,9,18
10,100,12,9,21
10,100,12,9,22
10,100,12,10,21
10,100,12,10,18
10,100,12,10,17
10,100,12,10,15
10,100,12,10,21
10,100,12,10,17
10,100,12,10,15
10,100,12,10,20
10,100,12,10,22
10,100,12,10,17
10,100,12,10,18
10,100,12,10,19
10,100,12,10,25
10,100,12,10,22
10,100,12,10,18
10,100,12,10,18
10,100,12,10,22
10,100,12,10,18
10,100,12,10,16
10,100,12,10,17
10,100,12,9,19
10,100,12,9,23
10,100,12,9,21
10,100,12,9,22
10,100,12,9,23
10,100,12,9,25
10,100,12,9,24
10,100,12,9,23
10,100,12,9,22
10,100,12,9,22
10,100,12,9,11
10,100,12,9,14
10,100,12,9,12
10,100,12,9,13
10,100,12,9,14
10,100,12,9,8
10,100,12,8,12
10,100,12,8,16
10,100,12,8,17
10,100,12,8,17
10,100,12,8,19
10,100,12,8,23
10,100,12,9,22
10,100,12,10,21
10,100,12,9,24
10,100,12,9,23
10,100,12,9,15
10,100,12,9,15
10,100,12,9,14
10,100,12,9,11
10,100,12,8,15
10,100,12,7,20
10,100,12,7,20
10,100,12,7,16
10,100,12,7,21
10,100,12,7,21
10,100,12,7,19
10,100,12,7,19
10,100,12,7,22
10,100,12,7,22
10,100,12,6,18
10,100,12,6,17
10,100,12,6,17
10,100,12,6,25
10,100,12,6,26
10,100,12,6,22
10,100,12,6,18
10,100,12,6,19
10,100,12,6,23
10,100,12,6,21
10,100,12,6,16
10,100,12,6,16
10,100,12,6,20
10,100,12,6,28
10,100,12,7,23
10,100,12,7,19
10,100,12,6,17
10,100,12,6,15
10,100,12,7,20
10,100,12,7,20
10,100,12,7,12
10,100,12,6,17
10,100,12,6,20
10,100,12,6,18
10,100,12,6,20
10,100,12,6,19
10,100,12,7,19
10,100,12,7,22
10,100,12,7,22
10,100,12,7,23
10,100,12,7,24
10,100,12,7,21
10,100,12,7,19
10,100,12,6,19
10,100,12,6,19
10,100,12,6,19
10,100,12,6,22
10,100,12,6,24
10,100,12,6,24
10,100,12,7,21
10,100,12,7,19
10,100,12,7,17
10,100,12,7,14
10,100,12,7,16
10,100,12,7,21
10,100,12,7,25
10,100,12,7,24
10,100,12,7,19
10,100,12,7,18
10,100,12,7,18
10,100,12,7,18
10,100,12,7,17
10,100,12,7,14
10,100,12,7,12
10,100,12,7,12
10,100,12,7,14
10,100,12,7,19
10,100,12,7,22
10,100,12,7,24
10,100,12,7,24
10,100,12,7,19
10,100,12,7,18
10,100,12,7,18
10,100,12,7,17
10,100,12,7,23
10,100,12,7,21
10,100,12,7,16
10,100,12,7,18
10,100,12,7,20
10,100,12,7,23
10,100,12,7,24
10,100,12,8,23
10,100,12,8,23
10,100,12,8,22
10,100,12,9,18
10,100,12,9,18
10,100,12,9,23
10,100,12,9,20
10,100,12,9,19
10,100,12,9,16
10,100,12,9,14
10,100,12,9,21
10,100,12,9,17
10,100,12,9,19
10,100,12,9,23
10,100,12,9,22
10,100,12,9,19
10,100,12,9,20
10,100,12,9,21
10,100,12,9,22
10,100,12,9,22
10,100,12,9,12
10,100,12,9,17
10,100,12,9,17
10,100,12,9,19
10,100,12,9,17
10,100,12,9,20
10,100,12,9,22
10,100,12,9,23
10,100,12,9,20
10,100,12,9,16
10,100,12,9,21
10,100,12,9,22
10,100,12,9,14
10,100,12,9,12
10,100,12,9,16
10,100,12,9,14
10,100,12,9,19
10,100,12,9,20
10,100,12,9,19
10,100,12,9,18
10,100,12,9,18
60,40,61,0,0
60,40,61,8,0
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,8,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,0
60,40,61,7,0
60,40,61,7,1
60,40,61,7,1
60,40,61,7,0
60,40,61,7,0
60,40,61,7,0
60,40,61,7,0
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,40,61,7,1
60,50,62,0,0
60,50,62,7,0
60,50,62,7,4
60,50,62,7,6
60,50,62,7,8
60,50,62,7,8
60,50,62,7,10
60,50,62,7,9
60,50,62,7,8
60,50,62,7,7
60,50,62,7,9
60,50,62,7,8
60,50,62,7,10
60,50,62,7,10
60,50,62,7,11
60,50,62,7,11
60,50,62,7,11
60,50,62,7,12
60,50,62,7,9
60,50,62,7,8
60,50,62,7,8
60,50,62,7,9
60,50,62,7,12
60,50,62,7,12
60,50,62,7,11
60,50,62,7,12
60,50,62,7,13
60,50,62,7,15
60,50,62,7,15
60,50,62,7,13
60,50,62,7,14
60,50,62,7,13
60,50,62,7,15
60,50,62,7,15
60,50,62,7,15
60,50,62,7,15
60,50,62,7,14
60,50,62,7,13
60,50,62,7,15
60,50,62,7,18
60,50,62,7,18
60,50,62,7,17
60,50,62,7,15
60,50,62,9,12
60,50,62,9,12
60,50,62,9,14
60,50,62,9,13
60,50,62,9,13
60,50,62,9,14
60,50,62,9,13
60,50,62,9,16
60,50,62,9,10
60,50,62,9,9
60,50,62,9,10
60,50,62,9,10
60,50,62,9,11
60,50,62,9,13
60,50,62,9,10
60,50,62,9,12
60,50,62,7,13
60,50,62,7,11
60,50,62,7,11
60,50,62,7,10
60,50,62,7,9
60,50,62,7,8
60,50,62,7,12
60,50,62,7,12
60,50,62,7,11
60,50,62,7,12
60,50,62,8,12
60,50,62,8,12
60,50,62,8,11
60,50,62,8,11
60,50,62,8,9
60,50,62,8,11
60,50,62,8,12
60,50,62,8,13
60,50,62,8,14
60,50,62,8,15
60,50,62,8,14
60,50,62,8,13
60,50,62,9,12
60,50,62,9,12
60,50,62,9,12
60,50,62,9,14
60,50,62,9,14
60,50,62,9,12
60,50,62,9,12
60,50,62,9,13
60,50,62,9,11
60,50,62,9,11
60,50,62,7,11
60,50,62,7,12
60,50,62,7,9
60,50,62,7,9
60,50,62,7,10
60,50,62,7,10
60,80,63,0,0
60,80,63,7,2
60,80,63,7,12
60,80,63,9,13
60,80,63,9,14
60,80,63,9,16
60,80,63,9,18
60,80,63,9,18
